Epsilon,InitialSample,Network,NumberOfAgents,NumberOfBandits,NumberOfPulls,NumberOfTrials,ReevalFrequency,b1Mean,b1Variance,b2Mean,b2Variance,finalPerfVar,finalPerformance,seed
0.0,1.0,Complete,31.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,12.604041287824597,8.532893580091088,569856425
0.0,1.0,Complete,31.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,12.926531289329077,8.489594545950409,-1276240244
0.0,1.0,Complete,32.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,12.39013007798701,8.570432602975172,1628849452
0.0,1.0,Complete,32.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,13.114113559230631,8.471530074747044,-1602567633
0.0,1.0,Complete,32.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,12.501546893978103,8.552390205305418,-1198481156
0.0,1.0,Complete,43.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,10.15551301202593,8.863837202253524,-648054344
0.0,1.0,Complete,43.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,10.000175843671538,8.88416338862913,-1659221001
0.0,1.0,Complete,43.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,10.001983036813032,8.879352875608896,-1122294021
0.0,1.0,Complete,44.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.883634881319539,8.890728514392904,1723867460
0.0,1.0,Complete,44.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.973508547979895,8.885789529766669,778785837
0.0,1.0,Complete,44.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,10.012269134860462,8.876709233482584,-755823631
0.0,1.0,Complete,45.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.567741999749673,8.938889602868738,-54959388
0.0,1.0,Complete,45.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.779671162007501,8.907135023125687,1311575250
0.0,1.0,Complete,45.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,10.023229633979907,8.874802641007443,-721311963
0.0,1.0,Complete,46.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.422741926008444,8.95890117826508,-2106077622
0.0,1.0,Complete,46.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.749092710223625,8.905424648428566,-1299028300
0.0,1.0,Complete,46.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.416821398283314,8.951673401327325,2005842331
0.0,1.0,Complete,47.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.813649219788347,8.906568514723045,1819362605
0.0,1.0,Complete,47.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.050423964302674,8.998285994266634,1488727631
0.0,1.0,Complete,47.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.540400927455531,8.935126923103438,1934572350
0.0,1.0,Complete,48.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.649863436166362,8.925768421200837,1072144251
0.0,1.0,Complete,48.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.348803137265072,8.957866239252938,-1615495720
0.0,1.0,Complete,48.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.35327694804254,8.960757637115135,-219737434
0.0,1.0,Complete,49.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,8.085001685170095,9.114171472359587,1822972626
0.0,1.0,Complete,49.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,9.308331665598333,8.966074249311797,211241642
0.0,1.0,Complete,49.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,8.902444624039873,9.015033375554983,1246551973
0.0,1.0,Complete,50.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,8.825402395649682,9.024472228949785,-2047204810
0.0,1.0,Complete,50.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,8.952965723117082,9.012310259422696,-968747129
0.0,1.0,Complete,50.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,8.792485970880758,9.036752099466863,934933050
0.0,1.0,Cycle,3.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,26.36057480459906,4.863377535612852,-1132647754
0.0,1.0,Cycle,3.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,26.444342466055257,4.835848923103779,-108727419
0.0,1.0,Cycle,3.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,26.490217754414477,4.965271061835831,-1373391928
0.0,1.0,Cycle,4.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,24.135575636842173,6.356138619596668,251672984
0.0,1.0,Cycle,4.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,23.723257312803042,6.4830798331667285,2039901170
0.0,1.0,Cycle,4.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,23.72697616550888,6.4975212018831385,-1343312842
0.0,1.0,Cycle,25.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.5004396311519546,9.573565322689419,1911389507
0.0,1.0,Cycle,25.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.4910036108312292,9.582833017965365,37791290
0.0,1.0,Cycle,25.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.5398658732585281,9.573635294163651,-687856940
0.0,1.0,Cycle,26.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.46114761867177667,9.588176717808343,1520212259
0.0,1.0,Cycle,26.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.45282782227428914,9.569089591462623,1923524236
0.0,1.0,Cycle,26.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.5143977445604677,9.573243277212915,710951954
0.0,1.0,Cycle,27.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.417885525861526,9.588511744025118,-1943280955
0.0,1.0,Cycle,27.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.44785639148801665,9.580351708359876,-1981572976
0.0,1.0,Cycle,27.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.46288052418787207,9.582759800805784,-1128077156
0.0,1.0,Cycle,28.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.3768991979433848,9.599427799623278,578425438
