Epsilon,InitialSample,Network,NumberOfAgents,NumberOfBandits,NumberOfPulls,NumberOfTrials,PreferenceBias,ResultCorrelation,b1Mean1,b1Mean2,b1Variance,b2Mean1,b2Mean2,b2Variance,b3Mean1,b3Mean2,b3Variance,b4Mean1,b4Mean2,b4Variance,objPerformance1,objPerformance1Var,objPerformance2,objPerformance2Var,seed,subPerformance,subPerformanceVar
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.4,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9857516786875733,3.025307442644439,-3.9857516786875733,3.0253074426444395,154252435,3.7691850398314286,3.1840427935442506
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.5,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.947840072809274,3.3016050634243945,-4.947840072809274,3.3016050634243954,-165841960,4.743144867421695,3.491403730893443
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.5,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9681052363784985,3.3398057202890175,-4.968105236378499,3.339805720289017,-1675436485,4.766949107022322,3.5199403513046614
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.5,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.955947867781986,3.387857340957029,-4.955947867781986,3.387857340957029,-2007488515,4.754509706650742,3.5759419598636386
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.6000000000000001,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.843439107021869,3.63516530304951,-5.843439107021869,3.63516530304951,-1379169352,5.655727438931212,3.8455318942502106
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.6000000000000001,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8838383238802,3.6507656895040985,-5.883838323880198,3.6507656895041,-10446193,5.697604838440117,3.8485900878192423
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.6000000000000001,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84443004534621,3.5502860252926953,-5.84443004534621,3.5502860252926953,1893093559,5.6573668948536255,3.737457452311695
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.7000000000000001,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.594825028325755,4.3726419901877875,-6.594825028325755,4.3726419901877875,-1974157707,6.42189988585875,4.574859063396381
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.7000000000000001,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.596358286086674,4.350558456123207,-6.596358286086674,4.350558456123209,1222842849,6.42297761145506,4.54983297214781
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.7000000000000001,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5720892110649265,4.402318327559011,-6.5720892110649265,4.402318327559013,1567828971,6.399994310663355,4.609561024687452
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.8,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.044603507260821,7.240585681395585,-7.044603507260822,7.240585681395585,-1087835813,6.902393844397098,7.379171958665073
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.8,-1.0,10.0,-10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0313121303643475,7.247983843701541,-7.0313121303643475,7.247983843701539,-1920047846,6.8915947612936,7.377753332638882
